Name,BSE Code,NSE Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
H U D C O,540530,HUDCO,Finance,Financial Institution,214.75,43.28,42990.80,11761.56,11460.76,97.44,100.45,15.34,2.38,0.93,2.44,7.03,15.67,-15.68,59.98,1.91,0.00,0.00,6.78,0.66,-0.02,11.02,15.55
HCL Technologies,532281,HCLTECH,IT - Software,Computers - Software & Consulting,1670.30,58.89,453263.48,122427.00,25922.00,21.17,21.79,26.70,6.36,3.05,16.95,0.10,25.00,37284.00,1797.00,20169.00,6721.00,160.00,5.39,1.63,-1.92,0.29,16.99
HDB FINANC SER,544429,HDBFS,Finance,Non Banking Financial Company (NBFC),765.35,56.27,63526.97,17420.50,9794.90,56.23,58.62,29.52,3.28,1.01,2.16,4.68,14.72,-2222.70,0.00,252.10,220.10,0.00,6.28,5.77,-0.94,9.44,14.19
Hero Motocorp,500182,HEROMOTOCO,Automobiles,2/3 Wheelers,5699.50,37.82,114036.51,42175.84,6035.64,14.31,14.15,21.59,5.43,0.91,15.62,0.03,23.06,8723.11,1831.42,4252.77,7620.41,2629.42,6.15,-1.45,1.71,0.10,10.81
Home First Finan,543259,HOMEFIRST,Finance,Housing Finance Company,1113.60,40.39,11572.89,1751.54,1394.24,79.60,80.29,25.56,2.87,0.94,3.51,2.40,16.46,1400.30,6.41,6.46,15.92,0.00,6.94,6.95,2.80,6.98,26.69
I O B,532388,IOB,Banks,Public Sector Bank,34.11,22.85,65684.23,29979.65,18570.68,61.94,59.02,15.41,1.89,0.62,0.89,11.07,11.02,24922.19,5725.00,0.00,0.00,0.00,5.64,-0.07,0.23,15.87,37.46
IDBI Bank,500116,IDBI,Banks,Private Sector Bank,100.17,55.21,107706.81,28937.85,20399.04,70.49,70.28,11.60,1.58,0.26,1.97,4.81,13.55,30305.60,6543.01,0.00,0.00,0.00,6.49,-0.04,-0.07,12.16,6.37
IIFL Capital,542773,IIFLCAPS,Capital Markets,Stockbroking & Allied,330.55,57.72,10275.73,2309.18,865.20,37.47,44.24,17.57,3.65,0.56,8.57,0.62,31.58,2076.38,138.55,75.09,7.22,0.00,11.87,0.12,-0.31,1.85,14.60
Indiamart Inter.,542726,INDIAMART,Retailing,Internet & Catalogue Retail,2218.10,36.67,13327.93,1472.50,479.20,32.54,34.12,24.78,6.23,1.18,13.93,0.01,26.92,1578.10,256.30,4.40,36.40,0.00,5.29,-2.30,2.32,0.04,20.75
Indian Bank,532814,INDIANB,Banks,Public Sector Bank,787.90,41.47,106127.29,64543.17,44355.43,68.72,68.06,9.00,1.38,0.23,1.35,10.65,17.09,43625.03,9828.83,0.00,0.00,0.00,6.15,0.57,0.14,14.91,12.32
Indian Renewable,544026,IREDA,Finance,Financial Institution,135.67,43.42,38112.84,7606.77,6753.23,88.78,93.03,22.12,2.95,0.57,2.39,5.41,18.05,-1147.39,23.92,5.22,4.91,0.00,6.29,-0.38,-0.12,10.38,42.11
Indraprastha Gas,532514,IGL,Gas,LPG/CNG/PNG/LNG Supplier,195.84,50.81,27417.63,15643.80,1806.61,11.55,13.36,17.17,2.44,3.86,11.10,0.01,16.39,894.60,713.67,854.11,1130.48,58.49,8.15,0.09,0.39,0.05,14.55
Infosys,500209,INFY,IT - Software,Computers - Software & Consulting,1689.60,75.21,685076.69,169458.00,40467.00,23.88,24.07,24.36,6.79,3.78,18.62,0.08,28.83,59369.00,4073.00,33968.00,3839.00,0.00,6.00,2.11,-2.34,0.22,14.79
ITC,500875,ITC,Diversified FMCG,Diversified FMCG,402.70,48.72,504541.21,78551.59,26392.45,33.60,34.30,25.01,7.10,2.75,22.16,0.01,27.32,31741.61,17684.49,6503.38,5157.96,18762.59,5.48,0.50,-0.59,0.01,14.59
J & K Bank,532209,J&KBANK,Banks,Private Sector Bank,100.16,41.87,11029.44,12985.51,8892.98,68.48,69.38,5.28,0.74,0.09,1.28,10.34,15.77,17797.09,1058.33,0.00,0.00,0.00,6.27,-0.11,-0.16,15.52,14.58
Jindal Saw,500378,JINDALSAW,Industrial Products,Iron & Steel Products,164.06,47.59,10491.77,18636.17,2796.81,15.01,16.58,7.64,0.87,0.12,7.13,0.43,16.31,3482.24,125.62,3073.75,2125.19,5528.69,14.92,-0.42,0.23,2.25,46.47
L T Foods,532783,LTFOODS,Agricultural Food & other Products,Other Agricultural Products,404.30,52.67,14039.44,9732.83,1082.95,11.13,11.27,22.07,3.35,0.81,9.06,0.43,16.70,2622.59,104.75,846.20,810.83,3538.72,6.41,1.12,-0.03,1.85,22.03
LIC Housing Fin.,500253,LICHSGFIN,Finance,Housing Finance Company,533.90,41.56,29367.86,28804.92,27033.67,93.85,94.28,5.32,0.76,0.16,1.80,7.08,16.05,-2129.25,1.37,3.97,66.28,0.00,8.94,-0.06,-0.08,10.13,17.43
Lupin,500257,LUPIN,Pharmaceuticals & Biotechnology,Pharmaceuticals,2126.30,65.28,97129.13,24750.69,6745.64,27.25,23.24,22.46,4.95,0.38,12.41,0.32,20.62,9445.32,279.70,6290.15,3407.15,5954.96,5.73,1.01,-0.75,1.08,11.53
Mahanagar Gas,539957,MGL,Gas,LPG/CNG/PNG/LNG Supplier,1160.70,47.13,11465.14,7753.14,1531.45,19.75,21.81,11.58,1.85,0.65,12.67,0.03,17.72,144.71,153.50,486.48,389.89,60.70,11.52,0.37,-1.89,0.16,26.86
Motil.Oswal.Fin.,532892,MOTILALOFS,Capital Markets,Stockbroking & Allied,888.15,47.51,53358.42,7769.82,3900.66,50.20,54.51,26.36,4.14,1.10,7.64,1.22,25.25,3947.62,61.82,1706.74,15.89,0.00,6.30,0.40,0.23,4.07,19.05
Natco Pharma,524816,NATCOPHARM,Pharmaceuticals & Biotechnology,Pharmaceuticals,923.85,57.93,16547.07,4387.70,1737.10,39.59,49.58,10.75,1.91,0.08,24.23,0.03,28.00,5266.70,404.30,1718.90,512.60,818.00,13.36,0.06,-1.43,0.14,34.94
Nava,513023,NAVA,Power,Power Generation,571.85,56.68,16183.43,4017.64,1735.07,43.19,46.07,17.49,2.00,0.72,13.70,0.20,15.03,3931.02,134.34,943.89,128.62,687.52,9.45,0.06,0.12,1.06,22.23
NLC India,513683,NLCINDIA,Power,Power Generation,241.08,45.50,33429.04,16251.48,4230.82,26.03,30.98,12.79,1.67,0.26,4.68,1.22,14.47,-1774.41,2301.46,2990.61,1818.42,1944.26,7.72,-0.39,0.30,5.53,17.54
NTPC,532555,NTPC,Power,Power Generation,320.70,41.55,310972.08,186754.31,53490.38,28.64,28.91,13.09,1.62,1.56,4.26,1.33,12.13,-13789.34,11139.02,31750.32,10231.93,16854.12,8.29,0.01,0.31,5.51,13.66
Nuvama Wealth,543988,NUVAMA,Capital Markets,Stockbroking & Allied,7141.50,47.38,25967.38,4411.52,2361.48,53.53,53.34,25.32,6.80,0.48,4.04,2.37,30.87,5745.99,21.24,836.94,1909.55,0.00,10.89,1.24,-0.84,3.94,16.08
O N G C,500312,ONGC,Oil,Oil Exploration & Production,234.18,35.89,294604.98,657927.61,98563.11,14.98,14.52,8.04,0.80,-0.98,5.15,0.48,10.63,-20933.20,11878.24,21037.36,38229.06,55460.72,17.33,0.11,-0.10,2.40,14.38
Oberoi Realty,533273,OBEROIRLTY,Realty,"Residential, Commercial Projects",1662.80,50.82,60459.78,5327.81,3014.84,56.59,58.70,27.07,3.61,0.97,10.23,0.18,14.67,12364.24,285.90,244.39,517.78,9606.36,5.15,3.05,-3.30,0.95,29.24
Oil India,533106,OIL,Oil,Oil Exploration & Production,406.00,44.14,66040.28,33468.01,9784.51,29.24,35.19,11.05,1.17,1.97,7.08,0.64,13.26,7670.00,2385.41,3610.81,1925.03,4722.94,10.49,0.80,-0.60,3.69,17.91
Oracle Fin.Serv.,532466,OFSS,IT - Software,Software Products,7860.50,41.58,68399.64,7072.50,3080.10,43.55,44.93,28.82,9.27,3.60,24.01,0.00,29.34,5830.60,290.40,1431.40,68.70,0.00,5.19,-0.05,0.11,0.01,40.54
Paradeep Phosph.,543530,PARADEEP,Fertilizers & Agrochemicals,Fertilizers,161.39,53.07,16751.78,18974.64,1920.21,10.12,9.20,17.14,2.05,1.68,5.19,0.87,14.14,1306.36,153.11,4023.97,4918.56,4821.43,7.97,-3.62,1.04,3.17,31.14
PCBL Chemical,506590,PCBL,Chemicals & Petrochemicals,Carbon Black,307.70,30.49,12106.84,8375.11,1200.21,14.33,15.91,34.67,3.00,31.52,3.76,1.36,12.46,-501.60,48.19,1756.89,1672.04,1071.59,5.21,0.45,0.28,5.91,34.73
Petronet LNG,532522,PETRONET,Gas,LPG/CNG/PNG/LNG Supplier,276.25,55.34,41437.50,47431.60,5035.24,10.62,10.84,11.29,1.96,2.41,14.92,0.12,21.16,12090.29,843.92,2494.88,1838.76,1277.29,15.50,0.79,-1.01,0.50,20.96
PNB Housing,540173,PNBHOUSING,Finance,Housing Finance Company,936.35,58.99,24392.72,8184.49,7690.21,93.96,92.72,11.10,1.36,0.33,2.52,3.62,12.27,781.46,27.79,31.03,22.83,0.00,8.84,2.69,-5.57,8.51,18.00
Power Fin.Corpn.,532810,PFC,Finance,Financial Institution,343.40,35.49,113325.49,113492.35,109205.64,96.22,96.42,4.58,0.89,0.26,2.75,7.88,21.01,18683.87,145.09,293.09,193.17,0.00,9.90,-0.07,0.18,9.16,27.68
Power Grid Corpn,532898,POWERGRID,Power,Power - Transmission,265.00,44.14,246466.00,46180.55,37884.28,82.04,84.81,16.21,2.49,5.85,5.91,1.37,17.00,-3892.53,2090.92,9766.44,661.04,1883.52,7.28,0.84,-0.84,5.00,17.70
Punjab Natl.Bank,532461,PNB,Banks,Public Sector Bank,121.31,53.76,139420.89,129502.98,95371.61,73.64,72.67,8.18,0.98,0.12,1.07,12.22,15.17,189158.58,17765.09,0.00,0.00,0.00,6.24,0.48,0.15,15.36,5.08
Ratnamani Metals,520111,RATNAMANI,Industrial Products,Iron & Steel Products,2326.90,42.00,16309.71,5374.76,905.36,16.84,15.88,26.89,4.21,1.42,12.11,0.06,16.01,2182.63,85.00,924.46,325.39,1220.41,5.28,-0.39,-0.13,0.28,30.48
REC Ltd,532955,RECLTD,Finance,Financial Institution,344.30,43.46,90661.90,59513.92,57456.60,96.54,96.18,5.25,1.09,0.32,2.73,6.18,21.51,12770.98,126.06,264.89,2.75,0.00,9.58,0.35,-1.19,8.97,36.79
Rites,541556,RITES,Construction,Civil Construction,232.60,49.75,11178.84,2229.67,546.71,24.52,24.48,27.19,4.24,-2.94,7.19,0.00,14.66,1683.54,129.85,901.51,265.57,86.91,7.55,0.02,0.04,0.01,26.43
Sandur Manganese,504918,SANDUMA,Consumable Fuels,Coal,221.13,60.27,10749.24,4640.86,1128.30,24.31,24.93,17.95,3.70,-1.38,10.80,0.64,18.64,375.07,56.12,403.35,683.63,938.52,7.88,0.11,0.01,1.88,7.04
Sarda Energy,504614,SARDAEN,Ferrous Metals,Iron & Steel,511.30,53.57,18017.25,5718.87,1768.53,30.92,26.65,16.94,2.57,-3.18,8.51,0.38,13.44,3061.27,193.92,305.74,207.61,684.61,8.11,-0.94,0.31,1.64,20.10
SBFC Finance,543959,SBFC,Finance,Non Banking Financial Company (NBFC),104.38,41.59,11444.98,1492.95,1021.28,68.41,68.63,29.16,3.32,0.39,4.41,1.80,11.58,354.36,1.02,30.88,13.70,0.00,5.86,1.22,-0.11,6.16,15.14
Sun TV Network,532733,SUNTV,Entertainment,TV Broadcasting & Software Production,557.00,50.75,21950.51,4359.52,2229.72,51.15,53.03,13.23,1.78,3.45,14.47,0.01,15.69,7059.03,659.63,1466.40,424.29,0.00,10.05,-0.16,-0.20,0.07,21.51
Sundaram Finance,590071,SUNDARMFIN,Finance,Non Banking Financial Company (NBFC),4915.70,62.46,54615.32,9183.93,7280.77,79.28,80.42,27.70,3.61,1.66,2.66,4.35,15.27,1114.11,77.42,89.17,191.66,0.00,6.00,-0.45,0.25,9.24,9.29
Tata Power Co.,500400,TATAPOWER,Power,Integrated Power Utilities,380.80,45.65,121678.53,66066.92,13014.41,19.70,18.58,30.11,3.23,1.46,3.05,1.86,10.97,-11313.90,2802.54,6798.91,7209.85,5251.53,6.21,0.39,0.14,6.19,8.64
TCS,532540,TCS,IT - Software,Computers - Software & Consulting,3324.90,72.69,1202977.92,257688.00,68867.00,26.72,26.40,23.92,11.30,2.92,32.07,0.10,52.38,79215.00,3663.00,54182.00,14246.00,26.00,5.68,0.69,-1.15,0.16,23.09
Torrent Power,532779,TORNTPOWER,Power,Integrated Power Utilities,1287.30,49.95,64867.50,28738.09,5231.02,18.20,18.25,21.69,3.45,0.45,8.28,0.55,19.03,2117.26,468.80,3440.93,2281.23,778.98,5.54,0.75,-0.97,2.51,21.51
TVS Holdings,520056,TVSHLTD,Finance,Investment Company,14340.00,45.95,29012.84,50450.82,7970.31,15.80,15.21,20.15,5.25,0.55,4.78,6.25,30.20,-1080.43,64.53,2216.37,9263.55,2544.80,11.62,-0.15,0.17,5.09,12.01
UTI AMC,543238,UTIAMC,Capital Markets,Asset Management Company,1128.20,42.87,14492.47,1758.93,919.11,52.25,59.52,24.65,3.30,2.23,14.79,0.00,16.28,147.23,7.48,104.18,55.43,0.00,6.24,0.24,-0.08,0.00,24.53
Welspun Corp,532144,WELCORP,Industrial Products,Iron & Steel Products,802.90,41.15,21179.75,15463.58,2010.74,13.00,12.05,11.94,2.58,0.30,8.93,0.19,18.59,2174.29,1271.79,1629.25,2650.10,5152.72,11.24,0.17,-0.34,0.63,19.27
Wipro,507685,WIPRO,IT - Software,Computers - Software & Consulting,272.67,77.15,285941.36,89654.90,17769.30,19.82,20.23,21.18,3.34,9.25,10.82,0.19,16.59,42836.50,4256.40,11862.60,6085.90,74.00,6.66,0.08,0.29,0.84,16.00
Zensar Tech.,504067,ZENSARTECH,IT - Software,Computers - Software & Consulting,747.40,55.06,16993.82,5490.80,850.10,15.48,15.47,24.26,3.97,1.61,12.77,0.03,16.43,2517.80,182.50,797.80,359.70,0.00,5.75,1.72,-1.26,0.13,24.12
Zydus Lifesci.,532321,ZYDUSLIFE,Pharmaceuticals & Biotechnology,Pharmaceuticals,918.20,40.07,92392.40,24493.90,7617.40,31.10,30.37,18.37,3.65,9.72,14.64,0.38,21.21,8865.40,147.90,4962.70,2461.50,4750.10,7.07,-0.23,0.21,1.37,13.30
