Name,BSE Code,NSE Code,Industry,Current Price,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Down from 52w high
A B Infrabuild,544281,ABINFRA,Construction,170.30,1087.86,208.17,33.03,15.87,15.87,65.53,9.86,1.64,8.18,0.58,17.30,140.20,1.11,2.69
Aadhar Hsg. Fin.,544176,AADHARHFC,Finance,504.70,21806.04,3107.63,2371.26,76.30,76.30,23.91,3.42,0.65,4.31,2.56,16.86,1607.27,1.01,2.34
Aakaar Medical,,AAKAAR,Personal Products,95.75,135.70,61.58,9.74,15.82,15.82,22.47,,,13.71,0.98,33.80,44.63,0.18,4.20
Aarti Pharma,543748,AARTIPHARM,Pharmaceuticals & Biotechnology,951.30,8622.07,2115.07,464.37,21.96,21.96,31.65,4.33,,9.93,0.21,14.54,963.01,10.12,2.08
AGI Infra,539042,AGIIL,Realty,1066.90,2606.80,324.87,92.54,28.49,28.49,39.10,8.84,1.13,5.86,0.47,25.66,144.14,12.58,1.58
Algoquant Fin,505725,,Finance,1223.40,1910.52,234.70,48.24,20.55,20.55,59.91,18.93,,12.27,0.34,37.55,74.85,0.04,2.24
Alpex Solar,,ALPEXSOLAR,Electrical Equipment,1159.10,2836.71,780.15,125.28,16.06,16.06,33.98,13.11,0.36,24.19,0.36,48.07,180.11,2.86,4.51
Anand Rathi Wea.,543415,ANANDRATHI,Capital Markets,2621.20,21761.37,975.50,429.79,44.06,45.01,67.96,32.29,1.82,32.68,0.12,45.33,342.77,43.99,2.63
Apis India,506166,,Food Products,324.55,178.83,350.35,35.60,10.16,10.16,7.06,1.03,0.14,9.17,0.38,15.79,181.06,1.86,0.00
Apollo Hospitals,508869,APOLLOHOSP,Healthcare Services,7303.50,105013.12,21794.00,3021.80,13.87,13.87,72.63,12.79,1.98,8.05,0.96,19.09,3483.40,233.30,4.34
Arkade,544261,ARKADE,Realty,206.51,3834.14,683.10,206.09,30.17,30.17,24.43,4.34,,17.19,0.13,26.00,955.74,11.98,3.36
Aryaman Fin.Serv,530245,,Finance,711.90,831.64,112.87,52.67,46.66,46.66,26.35,6.46,0.26,23.47,0.22,31.30,116.80,5.23,2.35
Asahi India Glas,515030,ASAHIINDIA,Auto Components,842.00,20469.02,4594.48,766.13,16.68,16.68,59.42,7.67,3.21,5.61,1.01,13.72,722.98,66.46,3.93
Ashapura Minech.,527001,ASHAPURMIN,Minerals & Mining,564.05,5388.15,2738.93,369.99,13.51,13.51,18.64,4.34,0.45,7.98,0.94,26.62,697.96,74.89,1.89
ASM Technologies,526433,,IT - Software,2909.20,3424.79,288.81,47.20,16.34,16.34,135.64,20.74,0.79,9.62,0.52,16.47,149.13,8.55,2.38
Asston Pharmaceu,544445,,Pharmaceuticals & Biotechnology,120.00,102.15,25.04,6.17,24.64,24.64,23.59,,,21.37,1.07,67.76,11.46,0.57,4.76
Astonea Labs,544409,,Pharmaceuticals & Biotechnology,181.00,190.25,97.52,15.12,15.50,15.50,35.56,,,6.61,3.54,44.66,28.86,0.19,1.58
Authum Invest,539177,AIIL,Finance,2804.80,47638.15,4361.23,3991.81,91.53,89.63,11.63,3.26,0.06,31.27,0.04,34.12,-62.92,44.57,0.96
Avishkar Infra,508929,,Realty,153.22,343.26,2.40,1.87,77.92,77.92,101.56,23.79,2.38,21.07,0.15,150.22,15.61,2.20,0.00
Bajaj Finance,500034,BAJFINANCE,Finance,942.00,585385.79,69709.44,47955.15,68.79,68.79,35.13,6.05,1.36,3.99,3.74,19.22,12937.90,-2.35,3.76
Bajaj Finserv,532978,BAJAJFINSV,Finance,2029.60,324292.17,133822.12,49524.20,37.01,37.01,36.50,4.48,1.71,2.96,4.92,13.39,-121431.86,-18.35,4.94
Balaji Phos.,,BALAJIPHOS,Fertilizers & Agrochemicals,140.50,334.07,126.52,13.26,10.48,10.48,42.18,4.17,,7.44,0.39,13.77,87.77,2.05,4.94
Banco Products,500039,BANCOINDIA,Auto Components,660.20,9443.32,3212.52,611.16,19.02,19.02,24.10,7.25,0.60,16.23,0.44,33.28,1429.63,43.02,4.40
Belrise Industri,544405,BELRISE,Auto Components,124.28,11059.42,8290.82,1021.14,12.32,12.32,31.11,,,5.36,1.10,14.11,2208.13,61.63,1.49
Bemco Hydraulics,522650,,Industrial Manufacturing,3430.45,750.14,100.12,20.31,20.29,20.29,60.25,10.70,0.38,9.71,0.27,19.89,29.96,1.00,0.00
Blue Jet Health,544009,BLUEJET,Pharmaceuticals & Biotechnology,1010.20,17523.48,1029.99,377.73,36.67,36.67,57.42,15.46,3.56,24.65,0.02,30.85,753.50,46.26,1.11
Bosch,500530,BOSCHLTD,Auto Components,38250.00,112813.17,18087.40,2309.70,12.77,12.77,56.06,8.16,4.39,10.70,0.01,15.55,4405.40,815.60,2.15
Canara Bank,532483,CANBK,Banks,114.45,103813.60,121601.11,75518.70,62.10,62.10,5.92,0.98,0.10,1.08,14.67,17.75,162006.81,31056.77,4.07
CCL Products,519600,CCL,Agricultural Food & other Products,871.60,11638.29,3105.75,555.09,17.87,17.87,37.50,5.92,2.81,7.98,0.92,17.05,1707.71,8.45,4.76
Cedaar Textile,,CEDAAR,Textiles & Apparels,129.55,179.80,188.71,29.89,15.84,15.84,16.27,,,5.91,5.79,56.05,94.70,1.33,4.95
Choice Intl.,531358,CHOICEIN,Finance,753.05,15035.06,910.38,284.59,31.26,31.26,96.05,14.63,1.46,7.36,0.45,18.87,856.03,11.29,1.28
Cryogenic OGS,544440,,Industrial Manufacturing,125.61,179.37,32.89,7.96,24.20,24.20,29.40,,,19.61,0.00,23.53,19.62,0.89,0.00
CSB Bank,542867,CSBBANK,Banks,430.80,7473.77,3597.14,1948.44,54.17,54.17,12.59,1.66,0.11,1.42,9.43,14.31,0.00,972.06,0.75
Cupid,530843,CUPID,Personal Products,146.77,3940.29,203.18,61.43,30.23,30.23,96.27,11.51,155.27,11.83,0.06,12.72,274.46,0.00,1.13
Datamatics Glob.,532528,DATAMATICS,IT - Services,770.75,4561.06,1723.36,229.26,13.30,13.30,25.46,3.34,1.26,10.21,0.14,13.82,638.16,78.01,1.69
DCB Bank,532772,DCBBANK,Banks,147.03,4623.85,6470.59,4543.52,70.22,70.22,7.52,0.81,0.59,0.88,12.15,11.43,2605.63,750.51,2.49
Dharni Capital,543753,,Capital Markets,56.99,116.09,6.52,2.60,39.88,39.88,30.15,5.49,,17.92,0.10,20.02,3.50,2.61,1.06
Divi's Lab.,532488,DIVISLAB,Pharmaceuticals & Biotechnology,6731.50,178700.17,9360.00,2973.00,31.76,31.76,81.59,11.94,7.84,13.53,0.00,15.35,8631.00,348.00,4.89
Dodla Dairy,543306,DODLA,Food Products,1449.70,8745.72,3720.07,381.91,10.27,10.27,34.66,6.22,0.90,15.73,0.03,19.83,53.14,52.71,4.94
eClerx Services,532927,ECLERX,Commercial Services & Supplies,3715.70,18216.35,3365.87,808.08,24.01,24.01,33.67,7.90,1.61,17.85,0.16,23.77,1617.73,86.53,4.16
EFC (I),512008,,Realty,343.75,3422.15,656.74,327.68,49.89,49.89,30.33,6.30,,10.60,1.62,23.27,330.53,17.52,4.11
Eicher Motors,505200,EICHERMOT,Automobiles,5627.50,154335.45,18870.35,4712.03,24.97,24.97,32.60,7.24,1.56,18.83,0.02,24.07,2838.34,2004.71,4.75
Exhicon Events,543895,,Other Consumer Services,502.45,651.30,143.51,35.12,24.47,24.47,25.05,5.81,,24.62,0.00,26.63,65.77,2.99,3.00
Fabtech Techn.,544332,,Industrial Manufacturing,460.00,566.69,150.03,16.04,10.69,10.69,42.61,6.00,1.57,12.51,0.01,18.21,81.83,0.87,0.00
Federal Bank,500469,FEDERALBNK,Banks,212.47,52211.77,28106.08,19294.93,68.65,68.65,12.55,1.51,0.59,1.25,9.15,12.87,0.00,3924.17,3.42
Fiem Industries,532768,FIEMIND,Auto Components,2001.30,5267.35,2422.61,322.19,13.30,13.30,26.08,5.07,1.19,15.29,0.02,20.99,492.25,19.87,2.61
Foce India,,FOCE,Consumer Durables,1971.00,964.40,104.25,18.35,17.60,17.60,66.97,12.24,,11.08,0.38,20.11,36.19,0.39,0.00
Fortis Health.,532843,FORTIS,Healthcare Services,798.50,60283.41,7782.75,1587.95,20.40,20.40,71.76,6.76,1.02,6.67,0.28,10.13,27.83,-10.88,1.87
Frontier Springs,522195,,Auto Components,5193.95,2046.42,231.34,49.66,21.47,21.47,59.04,16.50,2.98,23.68,0.05,32.50,50.03,0.98,4.42
G M D C,532181,GMDCLTD,Minerals & Mining,435.30,13842.54,2850.84,637.49,22.36,22.36,20.18,2.16,0.56,9.07,0.02,10.95,1967.55,354.71,1.76
Gallantt Ispat L,532726,GALLANTT,Industrial Products,585.45,14125.79,4292.73,694.43,16.18,16.18,35.25,4.97,0.45,11.99,0.13,15.14,1241.44,15.62,4.02
GHV Infra,505504,,Construction,1271.15,1832.36,184.88,24.93,13.48,13.48,106.84,43.03,,15.49,0.73,82.12,15.11,0.00,0.00
Gillette India,507815,GILLETTE,Personal Products,11258.00,36689.82,2880.17,774.48,26.89,24.08,68.76,35.86,6.66,22.23,0.00,42.49,500.63,32.56,2.15
Glenmark Pharma.,532296,GLENMARK,Pharmaceuticals & Biotechnology,2225.50,62803.79,13321.74,2351.39,17.65,17.65,47.65,7.10,4.05,8.67,0.28,15.79,5102.21,-259.10,2.65
Global Health,543654,MEDANTA,Healthcare Services,1319.20,35432.05,3692.32,877.07,23.75,23.75,68.35,10.46,0.97,11.46,0.21,16.48,1008.53,29.20,2.28
Godfrey Phillips,500163,GODFRYPHLP,Cigarettes & Tobacco Products,9355.50,48642.91,5611.02,1177.42,20.98,20.98,42.20,9.27,1.46,18.00,0.03,24.32,1627.68,349.01,4.81
GSM Foils,,GSMFOILS,Industrial Products,190.00,243.42,164.81,18.87,11.45,11.36,20.13,7.79,,23.72,0.57,45.66,43.74,0.08,3.01
GTV Engineering,539479,,Industrial Manufacturing,1246.85,389.50,102.77,16.17,15.73,15.73,35.25,8.24,0.51,15.02,0.24,26.42,35.66,0.18,1.34
Harshdeep Horti.,544105,,Agricultural Food & other Products,96.50,155.31,56.27,14.81,26.32,26.32,16.01,3.28,,19.46,0.00,22.95,33.55,0.15,3.50
Hawkins Cookers,508486,,Consumer Durables,9644.00,5101.68,1115.76,154.53,13.85,13.85,44.48,13.31,4.63,20.66,0.06,32.00,287.97,13.53,2.59
HDFC AMC,541729,HDFCAMC,Capital Markets,5590.00,119575.44,3690.55,2972.78,80.55,82.62,45.90,14.69,3.21,30.18,0.00,32.35,-141.31,619.81,0.64
HDFC Bank,500180,HDFCBANK,Banks,1957.40,1500917.42,342193.10,136606.41,39.92,44.41,21.27,2.87,1.01,1.74,6.41,14.45,270754.86,144781.31,3.45
Hexaware Tech.,544362,HEXT,IT - Software,861.85,52467.68,11974.40,1835.10,15.33,15.33,45.09,9.77,3.70,14.37,0.11,23.29,1782.90,74.90,4.25
ICICI Bank,532174,ICICIBANK,Banks,1425.80,1017509.18,190829.78,55519.60,29.09,28.78,19.24,3.26,0.48,2.18,5.97,17.97,0.00,111063.13,3.11
Iconik Sports,511260,,Finance,53.63,181.49,12.71,3.48,27.38,27.38,69.80,2.85,0.34,9.49,0.00,15.03,6.37,0.00,0.00
INDIA SHELTE FIN,544044,INDIASHLTR,Finance,973.65,10516.15,1164.51,845.18,72.58,72.58,27.88,3.88,0.54,5.57,1.84,15.07,453.51,10.15,1.15
Indian Bank,532814,INDIANB,Banks,631.65,85080.98,62039.43,42221.25,68.06,68.06,7.56,1.19,0.11,1.35,10.89,17.09,36744.95,10011.45,4.08
Indosolar,533257,WAAREEINDO,Electrical Equipment,256.03,1065.18,518.03,159.03,30.70,29.34,6.03,26.36,0.11,28.03,1.24,420.74,-14.88,2.60,0.00
Integra Engg.,505358,,Industrial Manufacturing,269.25,926.09,176.25,35.39,20.08,18.98,44.89,9.71,1.71,13.08,0.41,21.48,72.91,0.87,3.82
Interglobe Aviat,539448,INDIGO,Transport Services,5861.00,226540.47,80803.00,18006.20,22.28,22.28,31.23,24.34,0.53,7.33,7.21,129.08,28500.10,3306.80,2.63
J K Cements,532644,JKCEMENT,Cement & Cement Products,6498.00,50208.91,12424.11,2228.54,17.94,17.12,54.75,8.25,5.75,5.11,0.99,13.87,1944.59,287.66,2.55
Karnika Industri,,KARNIKA,Textiles & Apparels,712.40,883.34,172.55,26.03,15.09,15.09,48.99,12.44,,13.14,0.85,29.05,114.80,3.73,1.47
Karur Vysya Bank,590003,KARURVYSYA,Banks,268.20,21595.16,9678.04,6179.30,63.85,63.85,11.12,1.81,0.22,1.73,8.66,17.68,0.00,1829.55,3.37
Kilburn Engg.,522101,,Industrial Manufacturing,486.45,2356.26,424.46,101.00,23.79,23.79,37.77,4.89,,10.26,0.19,17.17,252.79,3.16,4.82
Krishna Institu.,543308,KIMS,Healthcare Services,761.25,30460.58,3035.10,782.90,25.79,25.79,80.76,14.25,3.03,8.52,1.20,19.02,130.60,42.70,0.99
L T Foods,532783,LTFOODS,Agricultural Food & other Products,503.60,17487.66,8681.47,978.27,11.27,11.27,28.89,4.54,1.09,9.09,0.33,16.76,3330.46,117.09,2.88
L&T Finance Ltd,533519,LTF,Finance,203.15,50741.01,16399.41,9927.89,60.54,60.41,19.09,1.98,2.07,2.37,3.61,10.79,9911.02,16.56,4.51
Laxmi Goldorna,,LGHL,Consumer Durables,819.35,1710.14,87.82,22.45,25.56,25.56,162.72,26.30,,7.28,1.57,19.03,146.35,0.27,3.16
Laxmipati Engg,537669,,Industrial Manufacturing,435.80,250.59,50.07,10.07,20.11,20.11,38.55,29.25,1.25,12.29,5.26,122.18,19.32,0.05,1.99
Lemon Tree Hotel,541233,LEMONTREE,Leisure Services,154.58,12246.55,1286.08,633.86,49.29,49.29,62.30,10.53,0.30,6.00,1.85,18.45,160.49,2.33,4.82
M & M,500520,M&M,Automobiles,3192.40,396984.14,159210.82,30518.19,19.17,19.17,30.70,5.15,0.38,5.51,1.67,18.05,56375.77,3718.47,2.56
M.V.K. Agro,,MVKAGRO,Agricultural Food & other Products,203.25,314.83,149.73,18.00,12.02,12.02,33.74,3.50,,3.37,1.18,10.95,102.19,6.07,0.00
Magna Electrocas,517449,,Industrial Products,1317.55,557.60,176.45,34.21,19.39,19.39,24.12,4.31,0.85,14.86,0.09,19.45,48.01,1.73,4.18
Manorama Indust.,541974,MANORAMA,Food Products,1560.20,9300.98,770.84,191.05,24.78,24.78,83.01,20.13,2.22,13.02,1.04,28.05,756.72,18.56,3.57
Marathon Nextgen,503101,MARATHON,Realty,754.70,5088.23,580.14,173.05,29.83,29.83,27.28,3.26,0.54,8.79,0.47,17.09,767.03,96.27,2.56
Marico,531642,MARICO,Agricultural Food & other Products,720.20,93337.87,10831.00,2139.00,19.75,19.75,57.84,23.47,6.33,21.01,0.14,41.34,1677.00,208.00,3.33
MAS FINANC SER,540749,MASFIN,Finance,339.15,6153.99,1595.97,1185.23,74.26,74.26,19.83,2.36,1.55,2.89,3.51,14.14,927.58,4.18,3.22
MRF,500290,MRF,Auto Components,148060.00,62794.36,28152.50,4094.65,14.54,14.54,33.61,3.40,5.85,6.62,0.20,10.62,3664.83,405.67,3.23
Muthoot Finance,533398,MUTHOOTFIN,Finance,2660.00,106790.61,20214.17,14683.97,72.64,72.64,20.02,3.64,1.79,4.67,3.38,19.58,5542.14,110.32,1.19
NDR Auto Compon.,543214,NDRAUTO,Auto Components,1171.60,2786.69,712.78,73.31,10.29,10.29,52.60,9.22,1.02,12.01,0.11,19.06,63.83,13.94,3.97
NESCO,505355,NESCO,Commercial Services & Supplies,1281.20,9027.33,732.01,437.76,59.80,59.80,23.17,3.43,2.15,13.76,0.00,15.82,-27.57,113.66,3.38
Nippon Life Ind.,540767,NAM-INDIA,Capital Markets,841.45,53461.92,2518.21,1729.15,68.67,68.67,41.56,12.68,1.64,28.44,0.02,31.39,225.68,2.51,4.12
Nitta Gelatin,506532,,Chemicals & Petrochemicals,958.15,870.00,532.72,104.52,19.62,19.62,11.59,2.06,0.25,16.04,0.07,19.62,286.81,23.34,4.66
OBSC Perfection,,OBSCP,Auto Components,299.05,731.25,142.79,25.39,17.78,17.78,43.63,7.03,,13.68,0.26,25.00,58.13,2.41,3.56
OCCL,544278,OCCLLTD,Chemicals & Petrochemicals,142.25,710.55,306.73,53.01,17.28,17.28,33.10,1.79,,8.03,0.16,10.84,93.99,2.00,3.17
Osiajee Texfab,540198,,Textiles & Apparels,294.05,158.79,7.09,5.01,70.66,70.66,31.76,10.61,,28.96,0.13,40.11,5.00,0.03,2.31
Pradeep Metals,513532,,Auto Components,349.25,603.15,311.86,46.64,14.96,14.96,23.45,4.40,1.14,10.14,0.52,20.48,103.54,5.70,2.85
Pramara Promotio,,PRAMARA,Media,204.00,184.31,86.42,12.49,14.45,14.45,31.24,2.96,1.11,6.65,0.55,12.39,87.73,1.17,1.69
Prostarm Info,544410,PROSTARM,Electrical Equipment,220.24,1296.65,345.89,47.29,13.67,13.67,42.50,,1.16,13.73,0.57,29.99,132.04,1.90,1.52
Purple United,,PURPLEUTED,Textiles & Apparels,390.00,374.78,103.13,20.70,20.07,20.07,35.80,6.19,,11.62,0.68,26.89,91.92,0.03,0.00
R M Drip & Sprin,,RMDRIP,Industrial Products,590.00,1473.82,130.34,35.71,27.40,27.40,61.59,18.44,1.15,21.79,0.32,39.70,85.14,0.66,1.67
Radico Khaitan,532497,RADICO,Beverages,2718.30,36389.21,4842.64,674.17,13.92,13.92,105.43,13.52,14.91,7.98,0.28,13.62,1516.35,4.85,2.57
Rainbow Foundat.,531694,,Realty,109.81,544.85,156.13,39.51,25.31,25.31,68.02,6.79,1.87,1.18,3.31,10.51,338.23,0.95,0.00
Royal Orch.Hotel,532699,ROHLTD,Leisure Services,428.70,1175.72,319.47,73.07,22.87,22.87,24.89,5.09,0.44,9.42,0.96,22.41,54.51,23.71,1.21
RRPSemiconductor,504346,,Finance,2669.65,3637.13,31.59,11.33,35.87,35.87,429.92,215.21,2.39,43.08,0.71,196.29,28.94,0.36,0.00
Safe Enterprises,,SAFEENTP,Consumer Durables,229.50,1069.57,138.31,49.44,35.75,35.75,27.29,,,50.13,0.00,77.55,39.53,1.42,1.90
Sai Life,544306,SAILIFE,Pharmaceuticals & Biotechnology,815.20,17017.57,1642.05,390.44,23.78,23.78,98.11,7.84,5.87,6.45,0.13,10.92,946.96,37.34,2.99
SBFC Finance,543959,SBFC,Finance,115.59,12585.68,1305.12,895.65,68.63,68.63,36.42,3.93,0.63,4.41,1.65,11.58,315.95,0.46,4.07
Schaeffler India,505790,SCHAEFFLER,Auto Components,4202.00,65678.80,8337.09,1533.96,18.40,18.18,64.68,12.20,3.00,14.85,0.01,19.17,2754.11,125.87,3.73
Schloss Bangal.,544408,THELEELA,Leisure Services,461.00,15395.46,1300.57,594.97,45.75,45.75,321.61,,,0.62,1.16,13.09,344.45,105.98,0.43
Schneider Elect.,534139,SCHNEIDER,Electrical Equipment,906.80,21681.59,2636.71,382.77,14.52,14.52,85.19,38.59,1.44,14.48,0.93,65.80,570.50,42.22,1.43
Shri Ahimsa,,SHRIAHIMSA,Food Products,169.55,395.56,95.81,30.41,31.74,31.74,18.00,,0.23,14.84,0.00,18.42,105.65,1.92,4.21
Shri Techtex,,SHRITECH,Industrial Products,92.00,229.54,82.67,20.94,25.33,25.33,15.65,2.33,0.58,13.63,0.11,16.08,51.52,4.10,3.66
Sirca Paints,543686,SIRCA,Consumer Durables,422.05,2313.21,374.00,67.44,18.03,18.03,47.11,6.62,3.19,12.25,0.00,14.92,220.26,5.16,1.85
Sobhagya Mercant,512014,,Commercial Services & Supplies,569.35,478.25,160.40,25.53,15.92,15.92,30.80,5.98,1.44,11.97,0.08,24.43,81.87,0.00,0.10
SRF,503806,SRF,Chemicals & Petrochemicals,3187.10,94473.56,14693.07,2718.44,18.50,18.50,75.60,7.48,17.18,5.95,0.37,10.37,2683.74,132.72,4.15
SRM Contractors,544158,SRM,Construction,510.15,1170.50,526.59,81.25,15.43,15.43,23.34,4.40,0.34,16.04,0.15,25.63,228.90,6.67,3.93
String Metaverse,534535,,IT - Services,278.50,3242.64,407.36,41.24,10.12,10.12,91.99,33.41,0.75,25.16,0.00,25.97,22.08,0.86,0.20
Sudarshan Chem.,506655,SUDARSCHEM,Chemicals & Petrochemicals,1260.10,9900.97,2760.39,373.13,13.52,12.54,69.44,7.20,10.05,4.72,0.46,11.30,746.47,-26.04,4.17
Sumitomo Chemi.,542920,SUMICHEM,Fertilizers & Agrochemicals,606.15,30255.72,3090.37,623.39,20.17,20.17,60.28,10.45,3.49,13.91,0.02,18.81,1600.63,119.42,3.53
Tanfac Inds.,506854,,Chemicals & Petrochemicals,4796.60,4784.61,637.64,142.19,22.30,23.14,49.74,15.34,1.27,24.24,0.13,32.50,180.16,2.60,3.32
Tankup Engi.,,TANKUP,,379.25,200.81,20.30,2.50,12.32,12.32,132.11,,,9.53,1.42,29.40,14.19,0.17,1.99
Thyrocare Tech.,539871,THYROCARE,Healthcare Services,1184.35,6276.40,687.35,189.61,27.59,27.59,73.04,11.48,-89.07,12.86,0.05,16.01,86.28,14.83,2.12
Torrent Pharma.,500420,TORNTPHARM,Pharmaceuticals & Biotechnology,3521.40,119174.82,11516.09,3720.99,32.31,32.31,62.21,15.70,4.49,13.26,0.42,26.52,2657.88,-0.94,1.93
Transport Corp.,532349,TCI,Transport Services,1249.10,9746.81,4491.78,462.56,10.30,10.30,23.69,4.52,1.07,15.72,0.11,19.79,786.24,134.82,4.58
Transrail Light,544317,TRANSRAILL,Electrical Equipment,779.65,10467.27,5307.75,673.36,12.69,12.69,32.05,5.56,1.20,6.02,0.35,21.63,1929.24,47.99,2.04
Transteel Seatin,,TRANSTEEL,Consumer Durables,140.30,283.10,88.65,22.04,24.86,24.86,22.34,2.83,,8.32,0.38,14.23,87.11,0.28,1.27
Travel Food,544443,TRAVELFOOD,Leisure Services,1141.00,15024.63,1687.74,554.12,32.83,32.83,41.45,,,21.49,0.32,39.10,-127.32,122.22,2.04
TVS Motor Co.,532343,TVSMOTOR,Automobiles,2849.30,135366.57,44089.01,6574.60,14.91,14.91,61.32,15.92,2.21,5.22,1.73,28.88,16734.91,99.47,3.77
UTI AMC,543238,UTIAMC,Capital Markets,1431.60,18335.06,1851.09,1101.86,59.52,59.52,25.06,3.98,1.14,14.79,0.00,16.28,246.19,8.56,1.29
Vaidya Sane,,MADHAVBAUG,Healthcare Equipment & Supplies,180.45,189.72,89.85,13.49,15.01,15.01,23.69,3.03,,10.85,0.02,13.56,20.52,0.66,0.30
Vintage Coffee,538920,VINCOFE,Commercial Services & Supplies,141.98,1807.17,366.46,63.32,17.28,17.17,36.26,5.89,,11.52,0.27,17.11,197.17,4.62,4.68
Vinyas Innovativ,,VINYAS,Industrial Manufacturing,1346.80,1694.91,396.64,40.84,10.30,10.30,87.28,11.53,1.23,6.08,0.71,14.12,209.48,3.52,2.89
Vishal Mega Mart,544307,VMM,Retailing,138.07,64359.55,10716.35,1530.18,14.28,14.28,101.84,9.92,1.40,6.83,0.27,10.51,1276.32,58.56,1.69
Voler Car,,VOLERCAR,Transport Services,112.05,124.86,42.40,4.77,11.25,11.25,28.57,3.37,,16.11,0.00,21.80,36.46,0.75,3.20
VRL Logistics,539118,VRLLOG,Transport Services,635.80,5561.25,3160.95,573.83,18.15,18.15,31.41,5.13,2.29,7.38,1.13,17.44,114.62,25.46,2.33
VTM,532893,,Textiles & Apparels,118.58,1192.55,344.53,66.91,19.42,19.42,27.39,3.89,0.80,12.79,0.13,15.29,175.29,4.83,3.32
